target,tic_id,sector,sectors,tmag,ra_deg,dec_deg,camera,ccd,teff_k,stellar_radius_solar,distance_pc,luminosity_class,stellar_selection_tier,small_planet_merit,selection_rank
TIC 57261701,57261701,100,100,8.99,171.1977,-35.2935,2,3,7194.0,1.51742,184.491,DWARF,2,2.160212,4625
TIC 67531167,67531167,100,100,8.45,182.1146,-56.2867,3,2,9428.0,1.72066,218.322,DWARF,2,2.16139,4626
TIC 434478521,434478521,100,100,8.43,156.1789,-21.5284,1,1,7956.0,1.73392,189.51,DWARF,2,2.164058,4627
TIC 403595964,403595964,100,100,8.57,231.6161,-75.2709,4,2,8660.0,1.67934,210.752,DWARF,2,2.164277,4628
TIC 309797824,309797824,100,100,8.5,248.8957,-72.2145,4,2,8463.0,1.70717,202.977,DWARF,2,2.164554,4629
TIC 413003125,413003125,100,100,8.79,204.6838,-58.1555,3,4,7554.0,1.59815,183.476,DWARF,2,2.165235,4630
TIC 332657217,332657217,100,100,8.83,150.0391,-17.6369,1,4,7646.0,1.58374,197.721,DWARF,2,2.165368,4631
TIC 253393942,253393942,100,100,7.68,196.648,-54.2927,3,1,7453.0,2.07264,140.134,DWARF,2,2.169048,4632
TIC 135095841,135095841,100,100,8.17,185.1833,-36.2038,2,2,9127.0,1.85268,203.874,DWARF,2,2.169601,4633
TIC 381287303,381287303,100,100,8.35,255.7572,-68.6299,4,4,9279.0,1.77778,218.602,DWARF,2,2.169756,4634
TIC 398315856,398315856,100,100,8.78,179.6951,-56.2155,3,2,8502.0,1.61127,217.318,DWARF,2,2.170337,4635
TIC 295048651,295048651,100,100,8.6,269.3046,-70.1644,4,3,9217.0,1.68065,229.008,DWARF,2,2.170955,4636
TIC 347623964,347623964,100,100,7.91,168.8915,-12.2763,1,3,7367.0,1.9718,152.575,DWARF,2,2.171726,4637
TIC 426134265,426134265,100,100,7.98,238.1846,-73.3365,4,2,7696.0,1.94169,153.795,DWARF,2,2.17236,4638
TIC 333972219,333972219,100,100,8.17,192.6619,-68.373,3,3,8344.0,1.86057,185.285,DWARF,2,2.173292,4639
TIC 273318036,273318036,100,100,8.48,185.6946,-53.6129,3,1,7114.0,1.73389,166.275,DWARF,2,2.174043,4640
TIC 311243862,311243862,100,100,8.9,257.6165,-77.2596,4,3,7058.0,1.57718,176.933,DWARF,2,2.175763,4641
TIC 173367336,173367336,100,100,8.34,257.667,-59.5616,4,4,8386.0,1.79509,193.869,DWARF,2,2.176172,4642
TIC 295498106,295498106,100,100,8.24,171.0701,-67.0025,3,2,7806.0,1.83692,173.938,DWARF,2,2.17618,4643
TIC 297701617,297701617,100,100,7.59,241.7847,-60.358,4,1,6707.0,2.13541,123.008,DWARF,2,2.176963,4644
TIC 454872178,454872178,100,100,7.91,227.625,-62.1928,4,1,9707.0,1.98397,195.148,DWARF,2,2.17707,4645
TIC 407885273,407885273,100,100,7.75,290.1778,-74.6599,4,3,9044.0,2.05862,187.067,DWARF,2,2.177152,4646
TIC 397328649,397328649,100,100,8.55,174.9362,-44.6419,2,2,8545.0,1.71334,211.325,DWARF,2,2.177687,4647
TIC 36871134,36871134,100,100,7.72,225.7385,-57.8839,3,4,7124.0,2.07555,137.066,DWARF,2,2.178266,4648
TIC 441547170,441547170,100,100,8.36,197.6255,-60.8521,3,4,7710.0,1.80938,171.35,DWARF,2,2.18706,4649
TIC 345175529,345175529,100,100,8.78,281.4713,-75.8876,4,3,7671.0,1.64421,192.996,DWARF,2,2.187915,4650
TIC 94469855,94469855,100,100,7.39,177.5182,-51.7007,2,1,8895.0,2.26605,178.432,DWARF,2,2.188539,4651
TIC 293074999,293074999,100,100,9.09,254.1638,-68.3522,4,4,7697.0,1.53435,216.582,DWARF,2,2.189849,4652
TIC 259915804,259915804,100,100,8.88,224.3124,-70.6534,4,2,7270.0,1.61129,190.086,DWARF,2,2.190347,4653
TIC 22211065,22211065,100,100,8.85,183.3754,-45.1745,2,2,7367.0,1.62291,189.754,DWARF,2,2.190589,4654
TIC 163587609,163587609,100,100,7.54,174.4038,-46.7094,2,1,6125.0,2.19573,108.451,DWARF,2,2.191158,4655
TIC 410060775,410060775,100,100,7.18,161.9174,-15.244,1,3,6516.0,2.38745,111.219,DWARF,2,2.191869,4656
TIC 360269732,360269732,100,100,8.62,217.4075,-66.412,3,4,7132.0,1.71462,171.926,DWARF,2,2.192336,4657
TIC 301615856,301615856,100,100,7.96,257.8719,-68.6435,4,4,8622.0,1.99837,190.139,DWARF,2,2.193352,4658
TIC 304433207,304433207,100,100,9.18,259.5125,-61.8792,4,4,7689.0,1.51013,220.855,DWARF,2,2.194029,4659
TIC 448088243,448088243,100,100,8.25,208.0368,-67.7697,3,3,7618.0,1.87229,174.163,DWARF,2,2.194746,4660
TIC 103249620,103249620,100,100,7.03,156.7896,-42.0531,2,4,8905.0,2.48187,159.563,DWARF,2,2.195558,4661
TIC 301456125,301456125,100,100,9.0,256.4451,-70.3982,4,3,7993.0,1.57689,217.318,DWARF,2,2.195603,4662
TIC 360904435,360904435,100,100,8.61,190.8931,-72.4477,3,3,8091.0,1.72512,203.033,DWARF,2,2.195639,4663
TIC 210636260,210636260,100,100,7.58,212.7614,-55.4478,3,4,8084.0,2.18977,158.955,DWARF,2,2.196797,4664
TIC 311329077,311329077,100,100,8.77,185.71,-63.3751,3,2,7460.0,1.67013,189.451,DWARF,2,2.199501,4665
TIC 447701680,447701680,100,100,8.94,255.0167,-64.6624,4,4,7683.0,1.60632,208.312,DWARF,2,2.199664,4666
TIC 293335714,293335714,100,100,8.92,261.444,-66.2455,4,4,7425.0,1.61473,201.987,DWARF,2,2.2002,4667
TIC 268660469,268660469,100,100,7.85,177.1215,-55.9668,3,2,7854.0,2.06693,165.529,DWARF,2,2.200652,4668
TIC 310054398,310054398,100,100,8.05,250.0385,-72.2186,4,2,8722.0,1.97484,196.008,DWARF,2,2.201064,4669
TIC 55148907,55148907,100,100,8.04,162.7379,-8.8872,1,3,8874.0,1.98141,201.95,DWARF,2,2.201949,4670
TIC 411731278,411731278,100,100,8.24,214.2727,-55.5217,3,4,7506.0,1.89254,168.118,DWARF,2,2.20209,4671
TIC 168079518,168079518,100,100,8.99,152.9605,-26.4594,1,1,7298.0,1.59289,200.992,DWARF,2,2.202372,4672
TIC 430665759,430665759,100,100,7.96,219.434,-59.7647,3,4,7320.0,2.01957,152.225,DWARF,2,2.202518,4673
TIC 334620634,334620634,100,100,8.19,183.4902,-53.1434,3,1,8219.0,1.91541,191.624,DWARF,2,2.202524,4674
TIC 447299730,447299730,100,100,8.49,251.2351,-60.6093,4,4,8710.0,1.78845,216.932,DWARF,2,2.202954,4675
TIC 276871199,276871199,100,100,8.98,273.7074,-78.2282,4,3,7022.0,1.59822,192.147675,DWARF,2,2.203273,4676
TIC 301152169,301152169,100,100,9.0,254.729,-67.7881,4,4,7797.0,1.59328,218.797,DWARF,2,2.204584,4677
TIC 384486510,384486510,100,100,8.8,252.2639,-79.3613,4,2,7690.0,1.66902,201.666,DWARF,2,2.204923,4678
TIC 146236991,146236991,100,100,8.31,157.8896,-45.996,2,1,7221.0,1.86937,167.362,DWARF,2,2.205391,4679
TIC 448585713,448585713,100,100,8.96,166.2564,-35.8787,2,4,7154.0,1.60968,191.209,DWARF,2,2.205479,4680
TIC 439565530,439565530,100,100,8.62,195.7516,-59.9984,3,1,8270.0,1.74193,200.431,DWARF,2,2.206061,4681
TIC 26174577,26174577,100,100,9.13,152.5087,-10.8622,1,4,7416.0,1.55033,213.103,DWARF,2,2.206848,4682
TIC 293900076,293900076,100,100,9.25,263.7526,-70.3806,4,3,7748.0,1.50912,231.962,DWARF,2,2.207448,4683
TIC 301749125,301749125,100,100,8.44,258.8855,-71.2591,4,3,9115.0,1.82072,229.451,DWARF,2,2.208486,4684
TIC 455321735,455321735,100,100,9.06,228.7915,-60.012,4,1,7612.0,1.58096,194.521,DWARF,2,2.209842,4685
TIC 106607115,106607115,100,100,8.06,160.2039,-37.8333,2,4,7837.0,1.99067,176.379,DWARF,2,2.209999,4686
TIC 308774033,308774033,100,100,8.21,151.6374,-16.3385,1,4,9456.0,1.92366,228.18,DWARF,2,2.210257,4687
TIC 192563947,192563947,100,100,8.63,155.1205,-18.962,1,4,8039.0,1.74886,212.349,DWARF,2,2.21151,4688
TIC 426408620,426408620,100,100,8.22,243.0115,-75.0618,4,2,9747.0,1.92407,234.07,DWARF,2,2.212442,4689
TIC 167862528,167862528,100,100,7.05,193.2997,-53.2256,3,1,9581.0,2.51944,170.775,DWARF,2,2.212608,4690
TIC 381942100,381942100,100,100,7.08,182.999,-63.3809,3,2,6819.0,2.50411,116.948,DWARF,2,2.213307,4691
TIC 49068151,49068151,100,100,8.94,164.7834,-34.3062,2,4,7351.0,1.63462,201.014,DWARF,2,2.214834,4692
TIC 181014443,181014443,100,100,8.07,172.9217,-40.1808,2,3,8208.0,1.99746,188.308,DWARF,2,2.214956,4693
TIC 447643122,447643122,100,100,8.19,254.349,-65.7668,4,4,8944.0,1.94356,211.427,DWARF,2,2.215196,4694
TIC 407576351,407576351,100,100,8.85,264.1272,-75.8552,4,3,7817.0,1.67017,208.644,DWARF,2,2.215521,4695
TIC 67139371,67139371,100,100,8.56,181.7432,-58.3074,3,2,8494.0,1.78703,211.252,DWARF,2,2.216264,4696
TIC 433276704,433276704,100,100,8.47,182.7277,-56.4258,3,2,10206.0,1.82472,245.984,DWARF,2,2.216392,4697
TIC 192943720,192943720,100,100,7.71,154.9495,-28.9624,1,1,6016.28,2.17401,114.978,DWARF,2,2.216523,4698
TIC 244977642,244977642,100,100,8.89,197.3026,-53.2141,3,1,8094.0,1.66573,212.553,DWARF,2,2.221209,4699
TIC 402548292,402548292,100,100,9.07,220.5656,-65.8874,4,1,8072.0,1.60089,228.011,DWARF,2,2.222723,4700
TIC 301394877,301394877,100,100,8.83,255.8936,-67.8871,4,4,8481.0,1.69346,236.717,DWARF,2,2.22355,4701
TIC 381287691,381287691,100,100,7.97,255.8178,-68.8441,4,4,9789.0,2.06623,222.805,DWARF,2,2.224357,4702
TIC 304053236,304053236,100,100,8.32,164.8197,-57.6807,3,2,9371.0,1.90897,231.103,DWARF,2,2.225598,4703
TIC 304276351,304276351,100,100,9.36,275.7944,-69.5089,4,3,7444.0,1.50298,225.774,DWARF,2,2.225906,4704
TIC 384069471,384069471,100,100,9.18,241.4838,-78.7171,4,2,7367.0,1.56662,208.795,DWARF,2,2.225927,4705
TIC 360943695,360943695,100,100,8.12,191.3479,-73.7971,3,3,8967.0,2.00194,205.964,DWARF,2,2.226902,4706
TIC 362631331,362631331,100,100,7.7,246.8727,-66.3383,4,1,6206.0,2.21416,121.801,DWARF,2,2.230418,4707
TIC 390223487,390223487,100,100,7.73,183.5605,-53.9201,3,1,9200.0,2.20047,200.228,DWARF,2,2.231031,4708
TIC 336811734,336811734,100,100,8.95,196.5314,-69.7136,3,3,7466.0,1.66188,203.29,DWARF,2,2.231199,4709
TIC 299171755,299171755,100,100,7.5,243.3664,-64.9857,4,1,11162.0,2.32424,226.441,DWARF,2,2.232562,4710
TIC 360630791,360630791,100,100,8.49,189.8673,-74.681,3,3,8316.0,1.85097,209.135,DWARF,2,2.232799,4711
TIC 447732134,447732134,100,100,9.25,255.3439,-63.5697,4,4,7425.0,1.55403,222.194,DWARF,2,2.232919,4712
TIC 384486806,384486806,100,100,8.92,252.041,-79.6655,4,2,8262.0,1.67911,230.543,DWARF,2,2.234158,4713
TIC 387112217,387112217,100,100,7.98,286.3011,-73.7792,4,3,9977.0,2.08672,224.303,DWARF,2,2.234928,4714
TIC 263355318,263355318,100,100,9.14,230.8602,-69.3024,4,1,7666.0,1.60136,229.924,DWARF,2,2.236978,4715
TIC 455046921,455046921,100,100,7.61,228.0819,-64.5408,4,1,9017.0,2.27785,184.235,DWARF,2,2.23705,4716
TIC 67328376,67328376,100,100,8.37,181.8395,-58.5832,3,2,8100.0,1.91361,199.332,DWARF,2,2.237707,4717
TIC 434362248,434362248,100,100,8.76,191.0799,-61.5252,3,2,8138.0,1.74972,202.359,DWARF,2,2.237937,4718
TIC 270230803,270230803,100,100,8.88,175.2196,-26.8244,2,3,8157.0,1.70252,233.249,DWARF,2,2.238184,4719
TIC 151769040,151769040,100,100,8.21,167.6284,-41.6358,2,4,7325.0,1.98736,172.088,DWARF,2,2.238553,4720
TIC 455362785,455362785,100,100,7.81,228.8792,-63.3177,4,1,7337.0,2.17917,148.081,DWARF,2,2.238582,4721
TIC 362176298,362176298,100,100,7.25,245.1417,-68.5367,4,1,11163.0,2.48505,217.227,DWARF,2,2.24067,4722
TIC 306992293,306992293,100,100,8.29,178.5081,-41.4221,2,2,8356.0,1.9585,203.996,DWARF,2,2.241847,4723
TIC 334623414,334623414,100,100,8.71,183.6787,-53.8424,3,1,7496.0,1.77976,201.807,DWARF,2,2.242723,4724
TIC 352229837,352229837,100,100,8.94,288.7436,-75.2239,4,3,7975.0,1.68936,230.292,DWARF,2,2.243444,4725
TIC 304471319,304471319,100,100,8.99,276.6129,-68.0004,4,3,9369.0,1.67042,272.803,DWARF,2,2.243651,4726
TIC 168313306,168313306,100,100,8.21,154.3254,-25.0807,1,1,6131.0,2.00062,135.557,DWARF,2,2.244329,4727
TIC 379552897,379552897,100,100,8.23,181.3378,-61.7624,3,2,7850.0,1.99509,176.82,DWARF,2,2.245925,4728
TIC 55009613,55009613,100,100,8.3,161.1929,-10.9095,1,3,9373.0,1.964,236.293,DWARF,2,2.246283,4729
TIC 426533635,426533635,100,100,8.49,244.7172,-77.1448,4,2,9048.0,1.88154,236.779,DWARF,2,2.247027,4730
TIC 294839062,294839062,100,100,9.09,268.2833,-66.7435,4,4,9858.0,1.63927,297.425,DWARF,2,2.247301,4731
TIC 61539138,61539138,100,100,8.73,176.3869,-42.0788,2,2,9041.0,1.78105,246.936,DWARF,2,2.247352,4732
TIC 429305417,429305417,100,100,7.8,167.9733,-20.1478,1,2,7828.0,2.20879,177.396,DWARF,2,2.248309,4733
TIC 305180141,305180141,100,100,8.26,261.577,-61.4776,4,4,8452.0,1.98805,211.826,DWARF,2,2.248855,4734
TIC 352288045,352288045,100,100,8.76,288.5945,-72.8351,4,3,7711.0,1.77334,213.516,DWARF,2,2.249584,4735
TIC 447713569,447713569,100,100,9.1,255.0168,-61.1673,4,4,7802.0,1.63995,232.914,DWARF,2,2.249661,4736
TIC 394272819,394272819,100,100,8.27,199.4998,-72.9504,3,3,7631.0,1.98565,184.117,DWARF,2,2.249805,4737
TIC 447484195,447484195,100,100,8.13,252.9381,-64.5841,4,4,8353.0,2.05092,202.022,DWARF,2,2.249897,4738
TIC 364419454,364419454,100,100,9.51,252.9686,-68.0749,4,4,7001.0,1.49274,223.02,DWARF,2,2.249968,4739
TIC 57450390,57450390,100,100,8.12,172.3611,-33.1769,2,3,6355.0,2.05682,141.549,DWARF,2,2.250393,4740
TIC 365360833,365360833,100,100,7.59,272.9096,-60.4182,4,4,8560.0,2.32431,183.528,DWARF,2,2.250588,4741
TIC 360413454,360413454,100,100,8.71,188.5094,-73.4992,3,3,7697.0,1.79872,204.354,DWARF,2,2.251927,4742
TIC 257462965,257462965,100,100,8.0,287.759,-70.0819,4,3,6433.93,2.11866,136.136,DWARF,2,2.252123,4743
TIC 305600206,305600206,100,100,8.8,163.8617,-13.4332,1,3,7539.0,1.76227,212.004,DWARF,2,2.252145,4744
TIC 352141758,352141758,100,100,9.1,287.0494,-73.3109,4,3,8463.0,1.64584,252.929,DWARF,2,2.252775,4745
TIC 360574929,360574929,100,100,8.11,263.7766,-56.9816,4,4,6110.0,2.06754,132.728,DWARF,2,2.252908,4746
TIC 304181568,304181568,100,100,9.54,258.7645,-61.5533,4,4,7325.0,1.48772,240.885,DWARF,2,2.253042,4747
TIC 352002870,352002870,100,100,8.22,283.0092,-73.0711,4,3,6646.0,2.01745,151.546,DWARF,2,2.253606,4748
TIC 405575602,405575602,100,100,7.71,191.9238,-58.4322,3,1,7082.0,2.27184,132.1,DWARF,2,2.254755,4749
TIC 304477615,304477615,100,100,8.03,276.7646,-69.3813,4,3,10612.0,2.11234,246.58,DWARF,2,2.255528,4750
TIC 294761955,294761955,100,100,8.56,267.5017,-66.7985,4,4,8904.0,1.87104,241.674,DWARF,2,2.256166,4751
TIC 274459653,274459653,100,100,9.4,247.3588,-72.1028,4,2,7194.0,1.5422,227.021,DWARF,2,2.256281,4752
TIC 162403802,162403802,100,100,8.92,190.7677,-48.7168,3,1,7658.0,1.72427,219.838,DWARF,2,2.257211,4753
TIC 304483486,304483486,100,100,9.16,259.7875,-62.7757,4,4,7850.0,1.63267,241.821,DWARF,2,2.257797,4754
TIC 169468311,169468311,100,100,8.65,194.2933,-50.0743,3,1,8295.0,1.83631,221.461,DWARF,2,2.257892,4755
TIC 363134614,363134614,100,100,8.91,248.2556,-70.9372,4,2,8368.0,1.73134,246.517,DWARF,2,2.258765,4756
TIC 447521617,447521617,100,100,8.82,157.4936,-48.2959,2,1,8378.0,1.76823,233.619,DWARF,2,2.259078,4757
TIC 273221537,273221537,100,100,7.82,185.6519,-49.3262,2,2,8439.0,2.22745,192.45,DWARF,2,2.259616,4758
TIC 207713031,207713031,100,100,7.24,207.1667,-59.4958,3,4,9636.0,2.54781,181.147,DWARF,2,2.260334,4759
TIC 192542930,192542930,100,100,8.04,154.5975,-22.7564,1,1,7705.0,2.12261,185.275,DWARF,2,2.26174,4760
TIC 457124889,457124889,100,100,8.94,203.2164,-59.2411,3,4,8401.0,1.72668,240.045,DWARF,2,2.262424,4761
TIC 304897565,304897565,100,100,8.65,260.8059,-65.9461,4,4,8797.0,1.8465,248.554,DWARF,2,2.262699,4762
TIC 343573964,343573964,100,100,8.39,269.7673,-73.6491,4,3,7752.0,1.96133,193.254,DWARF,2,2.263101,4763
TIC 402222378,402222378,100,100,8.68,220.6592,-77.3266,4,2,8484.0,1.83515,237.995,DWARF,2,2.263343,4764
TIC 245003711,245003711,100,100,9.51,197.3952,-50.9116,3,1,8555.0,1.51613,280.443,DWARF,2,2.263473,4765
TIC 384829440,384829440,100,100,8.23,263.4991,-78.1357,4,3,7977.0,2.03733,180.99,DWARF,2,2.264123,4766
TIC 142976052,142976052,100,100,8.1,166.5128,-11.1883,1,3,6198.65,2.10803,131.366,DWARF,2,2.267754,4767
TIC 422705845,422705845,100,100,7.18,234.0485,-65.1149,4,1,9235.0,2.61251,186.623,DWARF,2,2.270116,4768
TIC 363596972,363596972,100,100,9.23,249.8599,-68.5387,4,1,7824.0,1.62972,249.727,DWARF,2,2.270226,4769
TIC 414681967,414681967,100,100,8.25,223.2145,-59.7716,3,4,7228.0,2.04382,167.335,DWARF,2,2.270885,4770
TIC 426575862,426575862,100,100,8.19,246.6083,-72.0142,4,2,9689.0,2.07235,244.399,DWARF,2,2.270926,4771
TIC 219246389,219246389,100,100,7.89,171.5566,-22.6832,1,2,7248.0,2.22183,167.593,DWARF,2,2.271422,4772
TIC 260722501,260722501,100,100,7.87,225.9233,-66.1754,4,1,7343.0,2.23366,165.112,DWARF,2,2.272034,4773
TIC 404418843,404418843,100,100,8.08,196.0728,-53.395,3,1,6953.0,2.12862,156.042,DWARF,2,2.272196,4774
TIC 303703388,303703388,100,100,9.45,272.4123,-62.9902,4,4,7318.0,1.5543,239.735,DWARF,2,2.27307,4775
TIC 425869666,425869666,100,100,8.59,235.103,-73.471,4,2,8085.0,1.89653,223.477,DWARF,2,2.273919,4776
TIC 332600127,332600127,100,100,9.12,213.109,-60.3978,3,4,8390.0,1.67971,238.987,DWARF,2,2.274469,4777
TIC 324932944,324932944,100,100,9.33,282.7525,-66.7775,4,3,8276.0,1.60082,273.547,DWARF,2,2.274685,4778
TIC 172207437,172207437,100,100,9.29,255.8117,-58.7393,4,4,7004.0,1.61587,216.235,DWARF,2,2.274813,4779
TIC 396537399,396537399,100,100,7.81,213.6259,-76.4578,4,2,9952.0,2.27578,226.419,DWARF,2,2.276261,4780
TIC 311962767,311962767,100,100,9.11,264.3955,-74.2305,4,3,8008.0,1.68911,250.148,DWARF,2,2.277316,4781
TIC 395064046,395064046,100,100,9.44,204.1064,-75.2005,3,3,7013.0,1.56573,222.311,DWARF,2,2.277434,4782
TIC 5450638,5450638,100,100,8.19,147.0283,-18.3771,1,4,6766.0,2.08896,164.581,DWARF,2,2.27786,4783
TIC 447118029,447118029,100,100,9.08,239.2336,-67.5018,4,1,7304.0,1.70328,222.341,DWARF,2,2.278572,4784
TIC 411883268,411883268,100,100,8.88,189.7268,-54.9893,3,1,8273.0,1.78654,237.487,DWARF,2,2.280025,4785
TIC 390601640,390601640,100,100,8.62,217.5557,-60.4107,3,4,7570.0,1.89687,200.04,DWARF,2,2.280075,4786
TIC 343476303,343476303,100,100,8.5,241.2974,-61.1544,4,1,8757.0,1.95053,238.21,DWARF,2,2.280305,4787
TIC 360559656,360559656,100,100,9.36,189.4641,-73.364,3,3,8175.0,1.60075,260.677,DWARF,2,2.280647,4788
TIC 261012882,261012882,100,100,9.06,226.2784,-67.6675,4,1,7309.0,1.7153,218.685,DWARF,2,2.28068,4789
TIC 292543482,292543482,100,100,8.03,281.8357,-69.9846,4,3,8394.0,2.17503,208.979,DWARF,2,2.280931,4790
TIC 328600710,328600710,100,100,9.07,191.0039,-69.4359,3,3,7735.0,1.714,236.709,DWARF,2,2.282022,4791
TIC 396458472,396458472,100,100,8.65,213.3593,-72.124,4,2,8573.0,1.88933,236.551,DWARF,2,2.282616,4792
TIC 70966813,70966813,100,100,8.68,236.4923,-59.0464,4,1,8900.0,1.87647,247.202,DWARF,2,2.282683,4793
TIC 333734246,333734246,100,100,8.36,170.1643,-27.5968,1,2,8668.0,2.02037,234.638,DWARF,2,2.282862,4794
TIC 47428090,47428090,100,100,8.12,165.0596,-5.8069,1,3,6285.0,2.13553,144.432,DWARF,2,2.283011,4795
TIC 333197526,333197526,100,100,7.79,181.144,-50.0398,2,2,8159.0,2.30666,189.994,DWARF,2,2.283967,4796
TIC 253135249,253135249,100,100,9.33,194.7478,-56.71,3,1,7550.0,1.62104,237.13,DWARF,2,2.285587,4797
TIC 295339104,295339104,100,100,8.12,223.1405,-60.2233,3,4,6455.0,2.14223,145.407,DWARF,2,2.285732,4798
TIC 398404653,398404653,100,100,9.55,286.5416,-78.4958,4,3,7386.0,1.54218,237.601,DWARF,2,2.28627,4799
TIC 450957950,450957950,100,100,8.34,187.2587,-64.9169,3,3,5373.0,2.03836,111.584,DWARF,2,2.286562,4800
TIC 456423377,456423377,100,100,8.84,231.709,-65.9603,4,1,8386.0,1.81871,248.712,DWARF,2,2.287527,4801
TIC 382468229,382468229,100,100,8.15,291.7487,-71.7722,4,3,7316.0,2.13739,180.879,DWARF,2,2.289768,4802
TIC 304579980,304579980,100,100,9.05,260.0244,-62.5011,4,4,8639.0,1.73857,272.441,DWARF,2,2.290384,4803
TIC 384074705,384074705,100,100,8.72,242.4064,-78.5903,4,2,8661.0,1.87744,244.502,DWARF,2,2.291132,4804
TIC 343722184,343722184,100,100,9.11,273.1179,-77.3004,4,3,9606.0,1.71723,281.721,DWARF,2,2.291657,4805
TIC 305323385,305323385,100,100,8.01,262.0759,-63.8246,4,4,8979.0,2.2124,224.167,DWARF,2,2.291727,4806
TIC 424818897,424818897,100,100,9.89,236.9555,-61.9207,4,1,9329.0,1.43566,342.596,DWARF,2,2.292103,4807
TIC 135226324,135226324,100,100,8.23,185.9284,-38.1204,2,2,6549.12,2.1045,155.749,DWARF,2,2.292298,4808
TIC 447484486,447484486,100,100,8.68,252.7611,-64.6947,4,4,7480.37,1.89958,207.057,DWARF,2,2.293315,4809
TIC 453512706,453512706,100,100,8.37,205.4421,-55.0435,3,4,6716.56,2.04244,159.606,DWARF,2,2.294299,4810
TIC 309650250,309650250,100,100,7.48,248.287,-75.9497,4,2,7850.0,2.51135,172.874,DWARF,2,2.295814,4811
TIC 363446644,363446644,100,100,8.46,249.19,-67.4275,4,1,7603.0,2.01025,207.733,DWARF,2,2.2985,4812
TIC 22619099,22619099,100,100,8.74,185.0758,-47.7982,2,2,7803.0,1.88528,227.973,DWARF,2,2.298752,4813
TIC 253127472,253127472,100,100,7.58,194.6331,-58.2563,3,1,7494.0,2.46293,162.263,DWARF,2,2.298904,4814
TIC 81169204,81169204,100,100,8.13,166.844,-48.2455,2,1,8010.0,2.1726,205.169,DWARF,2,2.29996,4815
TIC 382554108,382554108,100,100,9.65,215.7802,-60.43,3,4,9139.0,1.53143,296.19,DWARF,2,2.300194,4816
TIC 273349137,273349137,100,100,8.31,188.8103,-55.8931,3,1,6944.0,2.08542,166.316,DWARF,2,2.300387,4817
TIC 396686006,396686006,100,100,7.63,214.8594,-75.1794,4,2,9229.0,2.43912,207.089,DWARF,2,2.300466,4818
TIC 71733405,71733405,100,100,8.21,166.4416,-45.2215,2,1,7262.0,2.13784,182.241,DWARF,2,2.30195,4819
TIC 21951852,21951852,100,100,8.48,182.1788,-43.0016,2,2,6619.0,2.00905,167.161,DWARF,2,2.301981,4820
TIC 412305511,412305511,100,100,9.94,190.8105,-56.6836,3,1,8126.0,1.43613,297.619,DWARF,2,2.302388,4821
TIC 367217076,367217076,100,100,8.23,259.6878,-57.4392,4,4,9633.0,2.13156,250.296,DWARF,2,2.303395,4822
TIC 381184240,381184240,100,100,8.8,207.2527,-62.2675,3,4,7496.0,1.8703,201.566,DWARF,2,2.303823,4823
TIC 429298029,429298029,100,100,8.85,184.2741,-49.5008,2,2,8741.0,1.84997,266.238,DWARF,2,2.304329,4824
TIC 166241892,166241892,100,100,9.77,192.5971,-51.0368,3,1,9194.0,1.49728,335.121,DWARF,2,2.304606,4825
TIC 259124516,259124516,100,100,8.96,222.9961,-71.1039,4,2,8038.0,1.8057,249.126,DWARF,2,2.305291,4826
TIC 308821815,308821815,100,100,9.25,151.9265,-15.1154,1,4,8638.0,1.69259,288.445,DWARF,2,2.307104,4827
TIC 259838889,259838889,100,100,8.43,223.9304,-70.3405,4,2,7504.0,2.04702,203.943,DWARF,2,2.308244,4828
TIC 407221730,407221730,100,100,8.52,237.3413,-79.6239,4,2,5668.0,2.00536,130.362,DWARF,2,2.308385,4829
TIC 380951256,380951256,100,100,8.57,207.0933,-65.0858,3,4,9002.0,1.98251,251.191,DWARF,2,2.308431,4830
TIC 423334378,423334378,100,100,8.72,234.8904,-63.0403,4,1,9137.0,1.91562,265.538,DWARF,2,2.308619,4831
TIC 310860798,310860798,100,100,9.05,255.4586,-74.9414,4,3,9722.0,1.77717,314.076,DWARF,2,2.309458,4832
TIC 295254609,295254609,100,100,9.06,270.5968,-71.46,4,3,8617.0,1.77361,276.192,DWARF,2,2.309716,4833
TIC 358955398,358955398,100,100,8.5,199.236,-56.9205,3,1,7923.0,2.01961,235.16,DWARF,2,2.310535,4834
TIC 333190984,333190984,100,100,8.5,213.419,-62.4935,3,4,8620.0,2.02088,220.64,DWARF,2,2.311081,4835
TIC 71494380,71494380,100,100,8.46,155.5505,-31.517,1,1,7306.0,2.04274,203.165,DWARF,2,2.312426,4836
TIC 191312968,191312968,100,100,8.49,221.508,-56.4957,3,4,9378.0,2.02917,248.595,DWARF,2,2.312637,4837
TIC 311419022,311419022,100,100,8.82,259.3929,-74.2596,4,3,7525.0,1.88072,220.789,DWARF,2,2.312648,4838
TIC 448734714,448734714,100,100,8.21,213.1421,-68.6883,3,3,8647.0,2.16457,225.061,DWARF,2,2.312743,4839
TIC 21735574,21735574,100,100,9.03,181.374,-42.3811,2,2,7336.0,1.79304,219.046,DWARF,2,2.31318,4840
TIC 279147476,279147476,100,100,9.01,235.2905,-59.1635,4,1,8073.0,1.80193,240.653,DWARF,2,2.313476,4841
